age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__role,__pair_id,__class,__orig_row
49.0, Private,329603.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States, >50K,anchor,74,minority,4267
33.0, Private,206609.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,10600
39.0, Self-emp-inc,372525.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,anchor,67,minority,22791
51.0, Federal-gov,217647.0, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20668
35.0, Private,180342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,3277
42.0, Self-emp-not-inc,308279.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,21.0, United-States, <=50K,neg,-1,majority,10096
35.0, Private,199288.0, 11th,7.0, Separated, Transport-moving, Not-in-family, White, Male,0.0,0.0,90.0, United-States, <=50K,neg,-1,majority,2333
60.0, Private,170310.0, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14721
27.0, Private,139903.0, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,14504
21.0, Private,221661.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,29045
42.0, Private,162003.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,36.0, United-States, >50K,pos,408,minority,8909
37.0, Federal-gov,334314.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,3138
19.0, Private,178147.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K,neg,-1,majority,16218
35.0, Private,108946.0, HS-grad,9.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21628
21.0, Private,199698.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,31888
40.0, Private,408717.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,288,minority,16553
63.0, Private,137192.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, South, <=50K,neg,-1,majority,8896
33.0, Local-gov,190027.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,18.0, United-States, <=50K,neg,-1,majority,27104
30.0, Private,54608.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,9786
33.0, Private,59944.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30990
31.0, Private,120461.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,13429
23.0, Private,239322.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1860
42.0, Private,156526.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,33.0, United-States, <=50K,neg,-1,majority,29018
42.0, Private,209392.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, Black, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,2510
20.0, Private,204226.0, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,28753
42.0, Private,510072.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,289,minority,27577
36.0, Private,181705.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21858
32.0, Private,167990.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Ireland, <=50K,neg,-1,majority,26087
51.0, Private,177727.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,98,minority,11619
23.0, Private,218782.0, 10th,6.0, Never-married, Handlers-cleaners, Other-relative, Other, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,9118
33.0, Private,190772.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,1617.0,40.0, United-States, <=50K,neg,-1,majority,30686
32.0, Self-emp-inc,343872.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,35.0, Haiti, <=50K,neg,-1,majority,20722
21.0, Private,351381.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18807
56.0, Self-emp-inc,205601.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,70.0, United-States, >50K,anchor,59,minority,10964
35.0, Private,343403.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1977
58.0, ?,198478.0, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,24.0, United-States, <=50K,neg,-1,majority,4627
45.0, Private,170850.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,44.0, United-States, >50K,pos,113,minority,13730
26.0, Private,36201.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,22719
27.0, Private,206903.0, Bachelors,13.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,22999
46.0, Private,368561.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,pos,491,minority,24536
23.0, Private,257509.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,920
17.0, Private,209949.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,1602.0,12.0, United-States, <=50K,neg,-1,majority,14227
43.0, Self-emp-not-inc,180985.0, Bachelors,13.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,27319
36.0, Private,112497.0, 9th,5.0, Married-civ-spouse, Sales, Own-child, White, Male,0.0,0.0,50.0, United-States, >50K,pos,463,minority,22145
53.0, Private,149217.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K,neg,-1,majority,13832
37.0, Private,177974.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K,neg,-1,majority,16291
33.0, Private,112584.0, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,3003
33.0, Private,268571.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21267
62.0, ?,176753.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18342
21.0, Private,241367.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K,neg,-1,majority,22666
37.0, Private,635913.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,60.0, United-States, >50K,pos,367,minority,215
46.0, Private,155489.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,43.0, United-States, >50K,anchor,113,minority,21497
40.0, State-gov,506329.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Taiwan, >50K,anchor,374,minority,5196
34.0, Private,36385.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,pos,8,minority,10389
27.0, Private,106758.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,8344
48.0, Private,177775.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,4314
32.0, ?,216908.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,24.0, United-States, <=50K,neg,-1,majority,22833
37.0, Private,188069.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7918
66.0, State-gov,162945.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,20051.0,0.0,55.0, United-States, >50K,anchor,91,minority,29744
51.0, Private,166934.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,209,minority,19636
65.0, Local-gov,323006.0, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,5096
46.0, Private,84402.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States, >50K,pos,114,minority,24567
19.0, Private,167149.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,23114
30.0, Private,280069.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,12747
48.0, Self-emp-not-inc,164582.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298.0,0.0,60.0, United-States, >50K,anchor,267,minority,10185
20.0, Private,170800.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1523
35.0, Private,113322.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5273
43.0, Private,188199.0, 9th,5.0, Divorced, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,8839
25.0, Private,150553.0, 9th,5.0, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam, <=50K,neg,-1,majority,10374
25.0, Private,25249.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,6329
28.0, Private,606111.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,60.0, Germany, >50K,anchor,138,minority,15204
68.0, Self-emp-not-inc,450580.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,5071
32.0, Self-emp-inc,99309.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,121,minority,21210
54.0, Local-gov,178356.0, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,16893
59.0, Private,87510.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27515
20.0, Federal-gov,178517.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19010
39.0, Private,101020.0, 12th,8.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20815
26.0, Private,288592.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5495
35.0, Private,171327.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,25974
27.0, Federal-gov,196386.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,15151
66.0, Private,98837.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,2067
23.0, Private,117363.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27616
62.0, Private,114060.0, 7th-8th,4.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,91.0, United-States, <=50K,neg,-1,majority,14642
49.0, Private,168262.0, 10th,6.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,22397
30.0, Private,94235.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,336
23.0, Private,167868.0, Assoc-voc,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19493
34.0, Private,134737.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,55.0, United-States, >50K,anchor,173,minority,7976
57.0, Private,124507.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,anchor,279,minority,17196
36.0, Private,208068.0, Preschool,1.0, Divorced, Other-service, Not-in-family, Other, Male,0.0,0.0,72.0, Mexico, <=50K,neg,-1,majority,32432
47.0, Private,256866.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,8183
58.0, Self-emp-not-inc,61474.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,anchor,240,minority,21883
55.0, State-gov,136819.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,10166
27.0, Private,160972.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,22147
40.0, Private,266803.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K,pos,266,minority,26957
46.0, Private,229737.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, India, >50K,anchor,62,minority,24154
58.0, ?,142158.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,12.0, United-States, <=50K,neg,-1,majority,4309
34.0, Private,152453.0, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Guatemala, <=50K,neg,-1,majority,12681
24.0, Private,177526.0, Assoc-voc,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27094
50.0, Private,313546.0, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,29500
41.0, Private,187802.0, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,20732
41.0, Private,139907.0, Assoc-voc,11.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,26109
30.0, Private,195488.0, HS-grad,9.0, Never-married, Priv-house-serv, Own-child, White, Female,0.0,0.0,40.0, Guatemala, <=50K,neg,-1,majority,29720
17.0, Private,70868.0, 11th,7.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K,neg,-1,majority,19625
35.0, State-gov,35626.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,15.0, United-States, <=50K,neg,-1,majority,8663
29.0, Private,131310.0, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,16351
47.0, Self-emp-not-inc,171968.0, Bachelors,13.0, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,60.0, Thailand, <=50K,neg,-1,majority,22307
52.0, Private,169182.0, 9th,5.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, Puerto-Rico, <=50K,neg,-1,majority,12352
41.0, Private,155106.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7623
61.0, Self-emp-not-inc,243493.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,12.0, United-States, <=50K,neg,-1,majority,27273
52.0, Private,196894.0, 11th,7.0, Separated, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,16648
38.0, Private,111398.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,40.0, United-States, >50K,pos,244,minority,3451
23.0, Private,522881.0, 5th-6th,3.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, Mexico, <=50K,neg,-1,majority,9046
39.0, Private,150057.0, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States, >50K,pos,445,minority,16152
52.0, Private,186785.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,1876.0,50.0, United-States, <=50K,neg,-1,majority,1280
74.0, ?,104661.0, Some-college,10.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,12.0, United-States, <=50K,neg,-1,majority,3588
29.0, Private,285290.0, 11th,7.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1329
38.0, Local-gov,161463.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K,anchor,46,minority,31743
76.0, ?,211574.0, 10th,6.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K,neg,-1,majority,5808
47.0, Private,341471.0, HS-grad,9.0, Divorced, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,4.0, United-States, <=50K,neg,-1,majority,22567
20.0, Federal-gov,410446.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,28804
28.0, Private,207473.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,21123
56.0, Private,159770.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,28716
34.0, State-gov,61431.0, 12th,8.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,9069
26.0, Private,156976.0, Assoc-voc,11.0, Separated, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,2255
51.0, State-gov,155594.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States, >50K,anchor,388,minority,12693
31.0, Private,113667.0, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,15185
22.0, Private,62865.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7182
31.0, Local-gov,402089.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,646
20.0, ?,232022.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27549
50.0, Private,30447.0, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,1445
78.0, ?,27979.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,2228.0,0.0,32.0, United-States, <=50K,neg,-1,majority,8446
36.0, Federal-gov,403489.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,77,minority,11409
40.0, Private,347934.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,490
32.0, Private,169589.0, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,122,minority,16449
45.0, Private,140644.0, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,274,minority,26891
20.0, Private,211049.0, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,28440
21.0, Private,245572.0, 9th,5.0, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27911
18.0, Private,174732.0, HS-grad,9.0, Never-married, Other-service, Other-relative, Black, Male,0.0,0.0,36.0, United-States, <=50K,neg,-1,majority,3535
33.0, Private,326104.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,pos,270,minority,2588
36.0, Private,250238.0, 1st-4th,2.0, Never-married, Other-service, Other-relative, Other, Female,0.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,27072
33.0, Local-gov,55921.0, Assoc-voc,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,70.0, United-States, <=50K,neg,-1,majority,23433
60.0, Local-gov,259803.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States, >50K,pos,317,minority,19078
45.0, Private,99179.0, 11th,7.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1749
29.0, Private,244721.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,35.0, United-States, >50K,anchor,222,minority,23569
23.0, Private,35448.0, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,24234
38.0, Self-emp-not-inc,197365.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,16058
34.0, Private,24529.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Male,0.0,0.0,15.0, United-States, <=50K,neg,-1,majority,18802
20.0, Federal-gov,119156.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,9304
49.0, Federal-gov,115784.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20798
37.0, Private,133328.0, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19144
36.0, Private,234271.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27542
27.0, Private,153291.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States, >50K,anchor,218,minority,13523
36.0, Self-emp-not-inc,151322.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,148,minority,10136
58.0, Self-emp-not-inc,105592.0, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,250,minority,28687
42.0, Private,183384.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,25616
65.0, Private,196174.0, 10th,6.0, Divorced, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,28.0, United-States, <=50K,neg,-1,majority,8899
65.0, Private,204042.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,14918
21.0, Private,78170.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,42.0, United-States, <=50K,neg,-1,majority,17711
90.0, Private,313749.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,10.0, United-States, <=50K,neg,-1,majority,18413
38.0, Private,155222.0, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,28.0, United-States, <=50K,neg,-1,majority,190
39.0, Private,117166.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2635.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21925
63.0, Private,188914.0, HS-grad,9.0, Widowed, Machine-op-inspct, Other-relative, Black, Female,0.0,0.0,40.0, Haiti, <=50K,neg,-1,majority,15995
62.0, Private,143312.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K,neg,-1,majority,21764
23.0, Local-gov,282579.0, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,56.0, United-States, <=50K,neg,-1,majority,775
31.0, Private,303032.0, Some-college,10.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19229
41.0, Federal-gov,34178.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7022
57.0, Self-emp-not-inc,353808.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,pos,221,minority,2832
48.0, Private,79646.0, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,13704
35.0, Private,186845.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,pos,363,minority,9663
37.0, Private,99357.0, Assoc-acdm,12.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,30644
56.0, Private,34626.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,1980.0,40.0, United-States, <=50K,neg,-1,majority,24568
44.0, Local-gov,165304.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1485.0,40.0, United-States, >50K,anchor,285,minority,31204
63.0, Private,298113.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,10467
